delivery_person_id,city_code,restaurant_num,rider_num
CHENRES07DEL01,CHEN,7,1
PUNERES03DEL01,PUNE,3,1
KOLRES13DEL03,KOL,13,3
HYDRES09DEL01,HYD,9,1
DEHRES14DEL03,DEH,14,3
MYSRES19DEL01,MYS,19,1
BHPRES08DEL02,BHP,8,2
INDORES03DEL03,INDO,3,3
PUNERES18DEL02,PUNE,18,2
VADRES03DEL03,VAD,3,3
AURGRES02DEL02,AURG,2,2
INDORES19DEL01,INDO,19,1
DEHRES09DEL02,DEH,9,2
SURRES17DEL02,SUR,17,2
SURRES14DEL02,SUR,14,2
KOCRES06DEL01,KOC,6,1
GOARES20DEL02,GOA,20,2
GOARES16DEL03,GOA,16,3
HYDRES18DEL01,HYD,18,1
KNPRES01DEL02,KNP,1,2
BANGRES19DEL03,BANG,19,3
MUMRES19DEL01,MUM,19,1
CHENRES12DEL01,CHEN,12,1
KOLRES19DEL01,KOL,19,1
COIMBRES18DEL03,COIMB,18,3
INDORES04DEL01,INDO,4,1
MUMRES03DEL02,MUM,3,2
ALHRES16DEL02,ALH,16,2
KNPRES14DEL01,KNP,14,1
RANCHIRES03DEL01,RANCHI,3,1
CHENRES20DEL03,CHEN,20,3
VADRES010DEL03,VAD,10,3
PUNERES11DEL01,PUNE,11,1
KNPRES04DEL02,KNP,4,2
JAPRES01DEL01,JAP,1,1
AURGRES16DEL01,AURG,16,1
INDORES02DEL01,INDO,2,1
MUMRES19DEL02,MUM,19,2
BHPRES17DEL01,BHP,17,1
JAPRES02DEL02,JAP,2,2
AGRRES03DEL02,AGR,3,2
LUDHRES20DEL01,LUDH,20,1
COIMBRES11DEL03,COIMB,11,3
BHPRES20DEL02,BHP,20,2
KOLRES06DEL03,KOL,6,3
INDORES06DEL01,INDO,6,1
KNPRES11DEL03,KNP,11,3
GOARES04DEL02,GOA,4,2
MUMRES18DEL03,MUM,18,3
LUDHRES09DEL02,LUDH,9,2
HYDRES08DEL03,HYD,8,3
KNPRES01DEL01,KNP,1,1
BHPRES02DEL02,BHP,2,2
HYDRES15DEL03,HYD,15,3
PUNERES17DEL02,PUNE,17,2
AGRRES04DEL01,AGR,4,1
MYSRES09DEL03,MYS,9,3
SURRES06DEL03,SUR,6,3
SURRES17DEL01,SUR,17,1
JAPRES11DEL01,JAP,11,1
RANCHIRES07DEL03,RANCHI,7,3
GOARES03DEL01,GOA,3,1
INDORES02DEL02,INDO,2,2
ALHRES04DEL03,ALH,4,3
BANGRES07DEL03,BANG,7,3
LUDHRES20DEL02,LUDH,20,2
PUNERES08DEL01,PUNE,8,1
ALHRES14DEL01,ALH,14,1
DEHRES02DEL03,DEH,2,3
LUDHRES11DEL01,LUDH,11,1
MUMRES04DEL03,MUM,4,3
RANCHIRES05DEL03,RANCHI,5,3
PUNERES16DEL03,PUNE,16,3
KOLRES01DEL02,KOL,1,2
MYSRES06DEL02,MYS,6,2
SURRES11DEL03,SUR,11,3
KNPRES19DEL01,KNP,19,1
INDORES03DEL01,INDO,3,1
PUNERES14DEL03,PUNE,14,3
LUDHRES08DEL02,LUDH,8,2
BHPRES010DEL03,BHP,10,3
LUDHRES05DEL02,LUDH,5,2
RANCHIRES19DEL01,RANCHI,19,1
DEHRES17DEL02,DEH,17,2
INDORES15DEL01,INDO,15,1
HYDRES06DEL02,HYD,6,2
MYSRES11DEL01,MYS,11,1
COIMBRES05DEL01,COIMB,5,1
HYDRES03DEL01,HYD,3,1
RANCHIRES15DEL02,RANCHI,15,2
COIMBRES18DEL01,COIMB,18,1
RANCHIRES010DEL03,RANCHI,10,3
AGRRES17DEL03,AGR,17,3
GOARES12DEL02,GOA,12,2
JAPRES07DEL01,JAP,7,1
KOLRES06DEL01,KOL,6,1
BHPRES09DEL01,BHP,9,1
AURGRES12DEL03,AURG,12,3
DEHRES11DEL03,DEH,11,3
CHENRES13DEL03,CHEN,13,3
COIMBRES07DEL01,COIMB,7,1
DEHRES07DEL03,DEH,7,3
KOLRES05DEL03,KOL,5,3
COIMBRES05DEL02,COIMB,5,2
JAPRES11DEL02,JAP,11,2
ALHRES16DEL03,ALH,16,3
PUNERES01DEL02,PUNE,1,2
RANCHIRES12DEL01,RANCHI,12,1
RANCHIRES19DEL03,RANCHI,19,3
DEHRES18DEL01,DEH,18,1
AGRRES13DEL01,AGR,13,1
GOARES010DEL01,GOA,10,1
MYSRES15DEL03,MYS,15,3
INDORES16DEL03,INDO,16,3
SURRES02DEL02,SUR,2,2
BANGRES05DEL01,BANG,5,1
GOARES14DEL03,GOA,14,3
AGRRES14DEL02,AGR,14,2
LUDHRES03DEL03,LUDH,3,3
COIMBRES09DEL01,COIMB,9,1
DEHRES11DEL01,DEH,11,1
MYSRES07DEL02,MYS,7,2
HYDRES17DEL03,HYD,17,3
AGRRES20DEL03,AGR,20,3
MUMRES010DEL02,MUM,10,2
DEHRES20DEL01,DEH,20,1
GOARES010DEL02,GOA,10,2
MYSRES14DEL01,MYS,14,1
SURRES04DEL02,SUR,4,2
CHENRES01DEL03,CHEN,1,3
MUMRES01DEL03,MUM,1,3
RANCHIRES11DEL01,RANCHI,11,1
ALHRES06DEL01,ALH,6,1
BHPRES13DEL02,BHP,13,2
RANCHIRES20DEL03,RANCHI,20,3
JAPRES19DEL03,JAP,19,3
BANGRES18DEL02,BANG,18,2
BANGRES15DEL03,BANG,15,3
BHPRES16DEL02,BHP,16,2
JAPRES010DEL02,JAP,10,2
JAPRES09DEL02,JAP,9,2
AURGRES06DEL02,AURG,6,2
MYSRES13DEL03,MYS,13,3
MYSRES010DEL03,MYS,10,3
LUDHRES010DEL02,LUDH,10,2
DEHRES04DEL01,DEH,4,1
AGRRES18DEL02,AGR,18,2
KNPRES15DEL01,KNP,15,1
MUMRES17DEL03,MUM,17,3
BANGRES05DEL02,BANG,5,2
JAPRES01DEL02,JAP,1,2
PUNERES03DEL02,PUNE,3,2
KOLRES04DEL02,KOL,4,2
KNPRES08DEL01,KNP,8,1
KOCRES13DEL02,KOC,13,2
VADRES17DEL01,VAD,17,1
JAPRES14DEL02,JAP,14,2
INDORES01DEL03,INDO,1,3
HYDRES19DEL01,HYD,19,1
AGRRES05DEL02,AGR,5,2
KOCRES19DEL02,KOC,19,2
BHPRES18DEL01,BHP,18,1
MYSRES17DEL02,MYS,17,2
VADRES07DEL03,VAD,7,3
KNPRES13DEL03,KNP,13,3
JAPRES08DEL01,JAP,8,1
INDORES05DEL03,INDO,5,3
RANCHIRES13DEL01,RANCHI,13,1
KOCRES16DEL02,KOC,16,2
KOLRES16DEL01,KOL,16,1
GOARES09DEL01,GOA,9,1
ALHRES20DEL01,ALH,20,1
HYDRES01DEL02,HYD,1,2
SURRES02DEL03,SUR,2,3
INDORES18DEL03,INDO,18,3
CHENRES17DEL03,CHEN,17,3
MUMRES06DEL02,MUM,6,2
HYDRES17DEL01,HYD,17,1
RANCHIRES07DEL01,RANCHI,7,1
MUMRES11DEL03,MUM,11,3
CHENRES20DEL02,CHEN,20,2
KOCRES12DEL03,KOC,12,3
BANGRES16DEL02,BANG,16,2
HYDRES14DEL03,HYD,14,3
PUNERES01DEL01,PUNE,1,1
KNPRES03DEL02,KNP,3,2
AGRRES19DEL01,AGR,19,1
ALHRES01DEL02,ALH,1,2
DEHRES16DEL03,DEH,16,3
SURRES09DEL03,SUR,9,3
GOARES14DEL01,GOA,14,1
KOLRES08DEL02,KOL,8,2
HYDRES20DEL03,HYD,20,3
AGRRES17DEL01,AGR,17,1
CHENRES16DEL01,CHEN,16,1
GOARES05DEL03,GOA,5,3
KNPRES06DEL03,KNP,6,3
KOCRES17DEL01,KOC,17,1
VADRES05DEL03,VAD,5,3
KOLRES08DEL03,KOL,8,3
INDORES16DEL01,INDO,16,1
JAPRES19DEL01,JAP,19,1
DEHRES05DEL03,DEH,5,3
KOCRES15DEL02,KOC,15,2
JAPRES02DEL03,JAP,2,3
AGRRES16DEL03,AGR,16,3
ALHRES18DEL01,ALH,18,1
VADRES03DEL01,VAD,3,1
CHENRES05DEL01,CHEN,5,1
ALHRES07DEL01,ALH,7,1
COIMBRES15DEL03,COIMB,15,3
INDORES17DEL01,INDO,17,1
GOARES18DEL03,GOA,18,3
AGRRES14DEL03,AGR,14,3
DEHRES16DEL02,DEH,16,2
AURGRES02DEL01,AURG,2,1
COIMBRES08DEL03,COIMB,8,3
LUDHRES17DEL01,LUDH,17,1
INDORES14DEL03,INDO,14,3
COIMBRES08DEL02,COIMB,8,2
GOARES01DEL01,GOA,1,1
JAPRES12DEL02,JAP,12,2
COIMBRES16DEL03,COIMB,16,3
BHPRES20DEL01,BHP,20,1
AURGRES010DEL01,AURG,10,1
KOCRES09DEL02,KOC,9,2
MUMRES05DEL01,MUM,5,1
VADRES17DEL03,VAD,17,3
KNPRES16DEL02,KNP,16,2
KNPRES04DEL03,KNP,4,3
KOCRES03DEL02,KOC,3,2
PUNERES13DEL01,PUNE,13,1
HYDRES08DEL02,HYD,8,2
GOARES08DEL03,GOA,8,3
BHPRES13DEL01,BHP,13,1
AURGRES12DEL01,AURG,12,1
CHENRES03DEL02,CHEN,3,2
GOARES06DEL02,GOA,6,2
KOLRES16DEL03,KOL,16,3
AURGRES04DEL01,AURG,4,1
KNPRES12DEL02,KNP,12,2
MYSRES04DEL02,MYS,4,2
RANCHIRES14DEL03,RANCHI,14,3
PUNERES03DEL03,PUNE,3,3
MYSRES01DEL03,MYS,1,3
MUMRES04DEL02,MUM,4,2
KOLRES14DEL01,KOL,14,1
COIMBRES04DEL03,COIMB,4,3
DEHRES03DEL03,DEH,3,3
KOLRES010DEL02,KOL,10,2
SURRES03DEL03,SUR,3,3
SURRES05DEL03,SUR,5,3
GOARES09DEL02,GOA,9,2
KOLRES12DEL02,KOL,12,2
CHENRES13DEL01,CHEN,13,1
LUDHRES12DEL03,LUDH,12,3
MUMRES09DEL01,MUM,9,1
MUMRES03DEL03,MUM,3,3
DEHRES010DEL03,DEH,10,3
KNPRES010DEL03,KNP,10,3
KOLRES19DEL03,KOL,19,3
GOARES12DEL01,GOA,12,1
DEHRES11DEL02,DEH,11,2
SURRES07DEL03,SUR,7,3
HYDRES01DEL03,HYD,1,3
LUDHRES19DEL01,LUDH,19,1
AURGRES18DEL03,AURG,18,3
KOCRES08DEL02,KOC,8,2
ALHRES03DEL03,ALH,3,3
AURGRES05DEL03,AURG,5,3
PUNERES04DEL02,PUNE,4,2
GOARES02DEL03,GOA,2,3
KNPRES07DEL03,KNP,7,3
BHPRES02DEL01,BHP,2,1
ALHRES01DEL01,ALH,1,1
KOCRES13DEL03,KOC,13,3
SURRES13DEL01,SUR,13,1
MYSRES12DEL01,MYS,12,1
KNPRES13DEL02,KNP,13,2
KOLRES18DEL02,KOL,18,2
KOCRES15DEL01,KOC,15,1
BHPRES01DEL03,BHP,1,3
LUDHRES02DEL01,LUDH,2,1
GOARES16DEL01,GOA,16,1
GOARES15DEL01,GOA,15,1
LUDHRES14DEL03,LUDH,14,3
GOARES13DEL02,GOA,13,2
AGRRES12DEL02,AGR,12,2
DEHRES13DEL03,DEH,13,3
AURGRES15DEL02,AURG,15,2
DEHRES09DEL03,DEH,9,3
VADRES06DEL02,VAD,6,2
DEHRES15DEL01,DEH,15,1
LUDHRES13DEL01,LUDH,13,1
LUDHRES03DEL01,LUDH,3,1
COIMBRES01DEL02,COIMB,1,2
ALHRES14DEL02,ALH,14,2
RANCHIRES08DEL03,RANCHI,8,3
AURGRES18DEL02,AURG,18,2
KOCRES010DEL03,KOC,10,3
KNPRES19DEL02,KNP,19,2
AURGRES19DEL03,AURG,19,3
KOCRES010DEL02,KOC,10,2
MUMRES12DEL03,MUM,12,3
AURGRES08DEL01,AURG,8,1
AURGRES13DEL03,AURG,13,3
KOLRES19DEL02,KOL,19,2
DEHRES16DEL01,DEH,16,1
CHENRES06DEL01,CHEN,6,1
KNPRES11DEL01,KNP,11,1
BHPRES03DEL01,BHP,3,1
INDORES04DEL03,INDO,4,3
KOLRES010DEL03,KOL,10,3
AGRRES07DEL01,AGR,7,1
INDORES19DEL03,INDO,19,3
BHPRES12DEL03,BHP,12,3
GOARES13DEL03,GOA,13,3
KOCRES14DEL03,KOC,14,3
HYDRES09DEL02,HYD,9,2
KOCRES18DEL01,KOC,18,1
KNPRES02DEL03,KNP,2,3
KOLRES09DEL02,KOL,9,2
GOARES14DEL02,GOA,14,2
HYDRES07DEL03,HYD,7,3
KOCRES12DEL01,KOC,12,1
ALHRES13DEL03,ALH,13,3
DEHRES06DEL02,DEH,6,2
KOLRES15DEL02,KOL,15,2
AGRRES17DEL02,AGR,17,2
VADRES18DEL03,VAD,18,3
LUDHRES14DEL01,LUDH,14,1
BHPRES06DEL01,BHP,6,1
AURGRES07DEL03,AURG,7,3
ALHRES18DEL03,ALH,18,3
GOARES04DEL03,GOA,4,3
RANCHIRES05DEL02,RANCHI,5,2
GOARES09DEL03,GOA,9,3
COIMBRES08DEL01,COIMB,8,1
AGRRES01DEL03,AGR,1,3
KOLRES20DEL03,KOL,20,3
DEHRES05DEL01,DEH,5,1
ALHRES03DEL01,ALH,3,1
KOLRES03DEL01,KOL,3,1
LUDHRES11DEL02,LUDH,11,2
KNPRES13DEL01,KNP,13,1
AURGRES08DEL03,AURG,8,3
AGRRES06DEL03,AGR,6,3
KOCRES08DEL01,KOC,8,1
ALHRES14DEL03,ALH,14,3
DEHRES18DEL02,DEH,18,2
AGRRES15DEL02,AGR,15,2
LUDHRES11DEL03,LUDH,11,3
BHPRES15DEL02,BHP,15,2
GOARES11DEL02,GOA,11,2
PUNERES20DEL03,PUNE,20,3
LUDHRES09DEL03,LUDH,9,3
DEHRES04DEL02,DEH,4,2
GOARES07DEL03,GOA,7,3
BHPRES010DEL01,BHP,10,1
INDORES01DEL01,INDO,1,1
KOCRES01DEL03,KOC,1,3
KOCRES05DEL02,KOC,5,2
KOCRES02DEL01,KOC,2,1
RANCHIRES19DEL02,RANCHI,19,2
MUMRES12DEL02,MUM,12,2
KOCRES03DEL03,KOC,3,3
KOCRES12DEL02,KOC,12,2
GOARES16DEL02,GOA,16,2
ALHRES08DEL02,ALH,8,2
AGRRES07DEL03,AGR,7,3
KNPRES17DEL03,KNP,17,3
AURGRES09DEL02,AURG,9,2
KNPRES18DEL02,KNP,18,2
LUDHRES19DEL02,LUDH,19,2
ALHRES04DEL01,ALH,4,1
GOARES03DEL02,GOA,3,2
ALHRES01DEL03,ALH,1,3
LUDHRES16DEL02,LUDH,16,2
KOCRES07DEL02,KOC,7,2
MYSRES03DEL03,MYS,3,3
AGRRES03DEL03,AGR,3,3
AURGRES20DEL02,AURG,20,2
KOLRES17DEL01,KOL,17,1
LUDHRES17DEL03,LUDH,17,3
SURRES01DEL03,SUR,1,3
ALHRES17DEL01,ALH,17,1
KOLRES08DEL01,KOL,8,1
KOCRES11DEL03,KOC,11,3
LUDHRES02DEL02,LUDH,2,2
BHPRES07DEL03,BHP,7,3
BHPRES01DEL01,BHP,1,1
COIMBRES20DEL01,COIMB,20,1
DEHRES19DEL03,DEH,19,3
BHPRES13DEL03,BHP,13,3
BHPRES01DEL02,BHP,1,2
AURGRES17DEL03,AURG,17,3
AURGRES14DEL02,AURG,14,2
KOLRES09DEL03,KOL,9,3
KNPRES07DEL02,KNP,7,2
AGRRES04DEL03,AGR,4,3
AGRRES13DEL02,AGR,13,2
AGRRES09DEL01,AGR,9,1
GOARES11DEL01,GOA,11,1
LUDHRES06DEL03,LUDH,6,3
AURGRES15DEL03,AURG,15,3
BHPRES16DEL01,BHP,16,1
KOLRES11DEL03,KOL,11,3
DEHRES15DEL03,DEH,15,3
KOCRES07DEL01,KOC,7,1
GOARES01DEL02,GOA,1,2
ALHRES08DEL01,ALH,8,1
DEHRES07DEL01,DEH,7,1
LUDHRES17DEL02,LUDH,17,2
KNPRES010DEL02,KNP,10,2
KOLRES11DEL01,KOL,11,1
DEHRES09DEL01,DEH,9,1
KOLRES13DEL02,KOL,13,2
KOCRES16DEL03,KOC,16,3
BHPRES04DEL02,BHP,4,2
KNPRES03DEL03,KNP,3,3
KOLRES02DEL03,KOL,2,3
ALHRES15DEL03,ALH,15,3
BANGRES03DEL01,BANG,3,1
AGRRES13DEL03,AGR,13,3
KOCRES02DEL02,KOC,2,2
KOLRES02DEL01,KOL,2,1
ALHRES05DEL03,ALH,5,3
AGRRES06DEL01,AGR,6,1
ALHRES02DEL02,ALH,2,2
DEHRES15DEL02,DEH,15,2
KOCRES04DEL02,KOC,4,2
KOCRES18DEL03,KOC,18,3
BHPRES16DEL03,BHP,16,3
KNPRES05DEL03,KNP,5,3
KOLRES06DEL02,KOL,6,2
JAPRES17DEL01,JAP,17,1
AGRRES05DEL01,AGR,5,1
KNPRES12DEL03,KNP,12,3
DEHRES20DEL02,DEH,20,2
ALHRES09DEL03,ALH,9,3
AURGRES17DEL02,AURG,17,2
AGRRES19DEL02,AGR,19,2
LUDHRES15DEL01,LUDH,15,1
GOARES15DEL03,GOA,15,3
KNPRES07DEL01,KNP,7,1
LUDHRES16DEL03,LUDH,16,3
KNPRES14DEL03,KNP,14,3
KNPRES09DEL02,KNP,9,2
BHPRES15DEL01,BHP,15,1
KNPRES06DEL01,KNP,6,1
DEHRES06DEL01,DEH,6,1
ALHRES06DEL02,ALH,6,2
ALHRES010DEL01,ALH,10,1
KOLRES05DEL01,KOL,5,1
AGRRES010DEL03,AGR,10,3
GOARES02DEL02,GOA,2,2
KOLRES01DEL03,KOL,1,3
KNPRES09DEL01,KNP,9,1
DEHRES14DEL01,DEH,14,1
ALHRES04DEL02,ALH,4,2
ALHRES010DEL03,ALH,10,3
AGRRES14DEL01,AGR,14,1
LUDHRES13DEL02,LUDH,13,2
LUDHRES05DEL01,LUDH,5,1
GOARES08DEL02,GOA,8,2
AURGRES15DEL01,AURG,15,1
GOARES08DEL01,GOA,8,1
BHPRES17DEL03,BHP,17,3
BHPRES010DEL02,BHP,10,2
AURGRES07DEL01,AURG,7,1
GOARES13DEL01,GOA,13,1
ALHRES15DEL02,ALH,15,2
DEHRES01DEL02,DEH,1,2
GOARES18DEL01,GOA,18,1
KOCRES06DEL03,KOC,6,3
KOLRES07DEL03,KOL,7,3
KOCRES19DEL03,KOC,19,3
DEHRES03DEL02,DEH,3,2
KNPRES06DEL02,KNP,6,2
LUDHRES18DEL02,LUDH,18,2
BHPRES14DEL01,BHP,14,1
MYSRES03DEL02,MYS,3,2
BHPRES02DEL03,BHP,2,3
KNPRES08DEL03,KNP,8,3
AURGRES17DEL01,AURG,17,1
KOLRES09DEL01,KOL,9,1
GOARES17DEL02,GOA,17,2
KOCRES20DEL02,KOC,20,2
ALHRES16DEL01,ALH,16,1
ALHRES13DEL02,ALH,13,2
KOLRES010DEL01,KOL,10,1
LUDHRES09DEL01,LUDH,9,1
DEHRES08DEL02,DEH,8,2
ALHRES19DEL02,ALH,19,2
DEHRES03DEL01,DEH,3,1
DEHRES010DEL02,DEH,10,2
KOCRES01DEL01,KOC,1,1
AURGRES010DEL03,AURG,10,3
ALHRES17DEL02,ALH,17,2
KOLRES13DEL01,KOL,13,1
AGRRES18DEL03,AGR,18,3
MUMRES14DEL01,MUM,14,1
ALHRES02DEL03,ALH,2,3
DEHRES20DEL03,DEH,20,3
KOLRES01DEL01,KOL,1,1
ALHRES03DEL02,ALH,3,2
AURGRES05DEL01,AURG,5,1
KOCRES20DEL03,KOC,20,3
BHPRES19DEL03,BHP,19,3
AGRRES20DEL02,AGR,20,2
ALHRES20DEL03,ALH,20,3
LUDHRES04DEL02,LUDH,4,2
DEHRES02DEL02,DEH,2,2
LUDHRES19DEL03,LUDH,19,3
LUDHRES14DEL02,LUDH,14,2
BHPRES05DEL02,BHP,5,2
KOCRES09DEL01,KOC,9,1
KOCRES11DEL02,KOC,11,2
DEHRES12DEL01,DEH,12,1
AGRRES06DEL02,AGR,6,2
AURGRES16DEL02,AURG,16,2
AGRRES20DEL01,AGR,20,1
BHPRES09DEL03,BHP,9,3
AURGRES01DEL03,AURG,1,3
GOARES06DEL03,GOA,6,3
AGRRES05DEL03,AGR,5,3
GOARES06DEL01,GOA,6,1
LUDHRES07DEL01,LUDH,7,1
KOCRES07DEL03,KOC,7,3
KOCRES13DEL01,KOC,13,1
AURGRES11DEL02,AURG,11,2
AGRRES02DEL01,AGR,2,1
KOCRES05DEL01,KOC,5,1
AURGRES11DEL03,AURG,11,3
KOCRES17DEL03,KOC,17,3
ALHRES02DEL01,ALH,2,1
KNPRES04DEL01,KNP,4,1
KNPRES17DEL01,KNP,17,1
BHPRES05DEL03,BHP,5,3
KOCRES01DEL02,KOC,1,2
AGRRES19DEL03,AGR,19,3
GOARES20DEL03,GOA,20,3
KNPRES20DEL03,KNP,20,3
AGRRES18DEL01,AGR,18,1
BHPRES18DEL02,BHP,18,2
GOARES05DEL01,GOA,5,1
AGRRES12DEL01,AGR,12,1
BHPRES14DEL02,BHP,14,2
BHPRES19DEL01,BHP,19,1
KOLRES02DEL02,KOL,2,2
KOCRES04DEL03,KOC,4,3
KNPRES20DEL01,KNP,20,1
ALHRES15DEL01,ALH,15,1
AURGRES06DEL03,AURG,6,3
GOARES18DEL02,GOA,18,2
LUDHRES12DEL01,LUDH,12,1
KOLRES05DEL02,KOL,5,2
KOCRES19DEL01,KOC,19,1
AURGRES04DEL03,AURG,4,3
BHPRES11DEL02,BHP,11,2
ALHRES05DEL02,ALH,5,2
BHPRES11DEL01,BHP,11,1
BHPRES09DEL02,BHP,9,2
ALHRES13DEL01,ALH,13,1
GOARES12DEL03,GOA,12,3
KOCRES02DEL03,KOC,2,3
BHPRES17DEL02,BHP,17,2
ALHRES06DEL03,ALH,6,3
LUDHRES010DEL01,LUDH,10,1
LUDHRES06DEL01,LUDH,6,1
DEHRES01DEL03,DEH,1,3
KOLRES20DEL01,KOL,20,1
BHPRES20DEL03,BHP,20,3
KNPRES02DEL01,KNP,2,1
KNPRES20DEL02,KNP,20,2
ALHRES19DEL01,ALH,19,1
AURGRES010DEL02,AURG,10,2
KOCRES17DEL02,KOC,17,2
AGRRES08DEL01,AGR,8,1
DEHRES18DEL03,DEH,18,3
KOCRES18DEL02,KOC,18,2
DEHRES05DEL02,DEH,5,2
AGRRES11DEL01,AGR,11,1
KOLRES07DEL01,KOL,7,1
KNPRES18DEL03,KNP,18,3
LUDHRES01DEL01,LUDH,1,1
AGRRES16DEL02,AGR,16,2
AURGRES09DEL01,AURG,9,1
KOCRES06DEL02,KOC,6,2
KNPRES18DEL01,KNP,18,1
BHPRES08DEL03,BHP,8,3
AURGRES13DEL01,AURG,13,1
LUDHRES03DEL02,LUDH,3,2
KNPRES05DEL01,KNP,5,1
GOARES01DEL03,GOA,1,3
KOCRES08DEL03,KOC,8,3
KOCRES04DEL01,KOC,4,1
BHPRES06DEL03,BHP,6,3
GOARES03DEL03,GOA,3,3
